Month_code,Order_Date,Category,Order_Type,Orders,Sales_Amount
2026-01,2026-01-03,Non Veg Pizza,Pick-up,6,2087.46
2026-01,2026-01-03,Shakes & Juices,Dine-In,1,99.0
2026-01,2026-01-03,Shakes & Juices,Pick-up,1,126.0
2026-01,2026-01-03,Soft Drinks,Pick-up,2,50.0
2026-01,2026-01-03,Veg Pizza,Dine-In,1,246.76
2026-01,2026-01-03,Veg Pizza,Pick-up,1,313.96
2026-01,2026-01-04,Burger,Dine-In,4,1252.64
2026-01,2026-01-04,Burger,Pick-up,2,330.76
2026-01,2026-01-04,Combos,Dine-In,5,3049.2400000000002
2026-01,2026-01-04,Combos,Pick-up,4,2242.84
2026-01,2026-01-04,Desserts,Dine-In,2,439.96
2026-01,2026-01-04,Desserts,Pick-up,1,120.76
2026-01,2026-01-04,Garlic Bread,Dine-In,3,519.78
2026-01,2026-01-04,Mojitos,Dine-In,4,623.74
2026-01,2026-01-04,Mojitos,Pick-up,1,103.96
2026-01,2026-01-04,Munchies,Dine-In,5,871.54
2026-01,2026-01-04,Munchies,Pick-up,4,745.52
2026-01,2026-01-04,Non Veg Pizza,Dine-In,4,1658.0
2026-01,2026-01-04,Non Veg Pizza,Pick-up,7,3209.92
2026-01,2026-01-04,Pasta,Dine-In,2,577.52
2026-01,2026-01-04,Pasta,Pick-up,3,803.28
2026-01,2026-01-04,Shakes & Juices,Dine-In,3,273.02
2026-01,2026-01-04,Soft Drinks,Dine-In,3,200.0
2026-01,2026-01-04,Soft Drinks,Pick-up,7,240.0
2026-01,2026-01-04,Veg Pizza,Dine-In,1,498.76
2026-01,2026-01-04,Veg Pizza,Pick-up,3,1307.28
2026-01,2026-01-05,Burger,Dine-In,1,187.94
2026-01,2026-01-05,Combos,Dine-In,1,313.96
2026-01,2026-01-05,Combos,Pick-up,3,1844.88
2026-01,2026-01-05,Garlic Bread,Pick-up,1,162.76
2026-01,2026-01-05,Mojitos,Dine-In,1,415.8
2026-01,2026-01-05,Munchies,Pick-up,1,99.76
2026-01,2026-01-05,Non Veg Pizza,Dine-In,1,498.76
2026-01,2026-01-05,Non Veg Pizza,Pick-up,8,3137.4800000000005
2026-01,2026-01-05,Pasta,Pick-up,1,288.76
2026-01,2026-01-05,Salad,Dine-In,1,198.44
2026-01,2026-01-05,Shakes & Juices,Dine-In,1,89.0
2026-01,2026-01-05,Soft Drinks,Dine-In,1,31.5
2026-01,2026-01-05,Soft Drinks,Pick-up,3,108.0
2026-01,2026-01-05,Veg Pizza,Dine-In,1,215.26
2026-01,2026-01-05,Veg Pizza,Pick-up,1,215.26
2026-01,2026-01-06,Burger,Dine-In,1,110.26
2026-01,2026-01-06,Burger,Pick-up,2,1462.66
2026-01,2026-01-06,Combos,Dine-In,1,313.96
2026-01,2026-01-06,Combos,Pick-up,3,1697.88
2026-01,2026-01-06,Desserts,Pick-up,2,418.94
2026-01,2026-01-06,Garlic Bread,Dine-In,1,162.76
2026-01,2026-01-06,Garlic Bread,Pick-up,1,173.26
2026-01,2026-01-06,Mojitos,Dine-In,1,207.92
2026-01,2026-01-06,Mojitos,Pick-up,1,252.0
2026-01,2026-01-06,Munchies,Dine-In,1,99.76
2026-01,2026-01-06,Munchies,Pick-up,3,577.52
2026-01,2026-01-06,Non Veg Pizza,Dine-In,4,2103.2
2026-01,2026-01-06,Non Veg Pizza,Pick-up,8,3984.840000000001
2026-01,2026-01-06,Pasta,Dine-In,1,288.76
2026-01,2026-01-06,Pasta,Pick-up,1,288.76
2026-01,2026-01-06,Shakes & Juices,Dine-In,3,545.0
2026-01,2026-01-06,Soft Drinks,Pick-up,1,80.0
2026-01,2026-01-06,Veg Pizza,Dine-In,2,745.52
2026-01,2026-01-06,Veg Pizza,Pick-up,1,966.02
2026-01,2026-01-07,Burger,Dine-In,3,518.7
2026-01,2026-01-07,Burger,Pick-up,4,943.94
2026-01,2026-01-07,Combos,Dine-In,1,313.96
2026-01,2026-01-07,Combos,Pick-up,4,3249.8
2026-01,2026-01-07,Desserts,Dine-In,1,215.26
2026-01,2026-01-07,Garlic Bread,Dine-In,1,126.0
2026-01,2026-01-07,Garlic Bread,Pick-up,2,488.26
2026-01,2026-01-07,Munchies,Dine-In,2,199.52
2026-01,2026-01-07,Munchies,Pick-up,2,231.01999999999998
2026-01,2026-01-07,Non Veg Pizza,Dine-In,4,1411.24
2026-01,2026-01-07,Non Veg Pizza,Pick-up,5,3188.3599999999997
2026-01,2026-01-07,Pasta,Pick-up,1,288.76
2026-01,2026-01-07,Salad,Pick-up,1,198.44
2026-01,2026-01-07,Shakes & Juices,Dine-In,4,450.0
2026-01,2026-01-07,Shakes & Juices,Pick-up,1,168.0
2026-01,2026-01-07,Soft Drinks,Dine-In,2,40.0
2026-01,2026-01-07,Soft Drinks,Pick-up,2,90.0
2026-01,2026-01-07,Veg Pizza,Dine-In,2,462.02
2026-01,2026-01-07,Veg Pizza,Pick-up,4,1337.74
2026-01,2026-01-08,Combos,Dine-In,1,303.46
2026-01,2026-01-08,Combos,Pick-up,2,1236.92
2026-01,2026-01-08,Desserts,Pick-up,1,198.44
2026-01,2026-01-08,Munchies,Dine-In,2,236.26
2026-01,2026-01-08,Munchies,Pick-up,5,661.54
2026-01,2026-01-08,Non Veg Pizza,Dine-In,3,885.1800000000001
2026-01,2026-01-08,Non Veg Pizza,Pick-up,4,1845.94
2026-01,2026-01-08,Pasta,Dine-In,1,288.76
2026-01,2026-01-08,Pasta,Pick-up,1,514.52
2026-01,2026-01-08,Shakes & Juices,Dine-In,4,440.5
2026-01,2026-01-08,Shakes & Juices,Pick-up,1,178.0
2026-01,2026-01-08,Soft Drinks,Dine-In,1,20.0
2026-01,2026-01-08,Soft Drinks,Pick-up,3,60.0
2026-01,2026-01-08,Veg Pizza,Dine-In,1,498.76
2026-01,2026-01-08,Veg Pizza,Pick-up,3,843.18
2026-01,2026-01-09,Burger,Pick-up,1,220.5
2026-01,2026-01-09,Combos,Dine-In,2,722.4000000000001
2026-01,2026-01-09,Combos,Pick-up,3,2558.88
2026-01,2026-01-09,Garlic Bread,Pick-up,2,651.02
2026-01,2026-01-09,Munchies,Dine-In,2,388.52
2026-01,2026-01-09,Munchies,Pick-up,4,945.02
2026-01,2026-01-09,Non Veg Pizza,Dine-In,3,1475.28
2026-01,2026-01-09,Non Veg Pizza,Pick-up,8,3572.1800000000003
2026-01,2026-01-09,Pasta,Pick-up,2,546.02
2026-01,2026-01-09,Salad,Pick-up,1,166.96
2026-01,2026-01-09,Shakes & Juices,Dine-In,4,628.0
2026-01,2026-01-09,Soft Drinks,Dine-In,3,158.0
2026-01,2026-01-09,Soft Drinks,Pick-up,2,60.0
2026-01,2026-01-09,Veg Pizza,Dine-In,3,929.28
2026-01,2026-01-09,Veg Pizza,Pick-up,2,1060.52
2026-01,2026-01-10,Burger,Dine-In,1,208.94
2026-01,2026-01-10,Burger,Pick-up,2,661.5
2026-01,2026-01-10,Combos,Dine-In,2,1100.4
2026-01,2026-01-10,Combos,Pick-up,5,2378.2999999999997
2026-01,2026-01-10,Garlic Bread,Pick-up,3,451.52
2026-01,2026-01-10,Mojitos,Dine-In,1,103.96
2026-01,2026-01-10,Munchies,Dine-In,4,530.28
2026-01,2026-01-10,Munchies,Pick-up,5,861.04
2026-01,2026-01-10,Non Veg Pizza,Dine-In,6,2230.26
2026-01,2026-01-10,Non Veg Pizza,Pick-up,11,5190.260000000001
2026-01,2026-01-10,Pasta,Dine-In,2,866.28
2026-01,2026-01-10,Salad,Pick-up,1,145.96
2026-01,2026-01-10,Shakes & Juices,Dine-In,4,299.0
2026-01,2026-01-10,Soft Drinks,Dine-In,3,80.0
2026-01,2026-01-10,Soft Drinks,Pick-up,7,230.0
2026-01,2026-01-10,Veg Pizza,Pick-up,5,3276.0600000000004
2026-01,2026-01-11,Burger,Dine-In,2,441.0
2026-01,2026-01-11,Burger,Pick-up,2,330.76
2026-01,2026-01-11,Combos,Dine-In,2,900.92
2026-01,2026-01-11,Combos,Pick-up,3,1813.38
2026-01,2026-01-11,Mojitos,Dine-In,1,103.96
2026-01,2026-01-11,Munchies,Pick-up,2,488.28
2026-01,2026-01-11,Non Veg Pizza,Pick-up,7,2884.42
2026-01,2026-01-11,Salad,Pick-up,1,187.94
2026-01,2026-01-11,Shakes & Juices,Dine-In,2,413.0
2026-01,2026-01-11,Shakes & Juices,Pick-up,2,225.0
2026-01,2026-01-11,Soft Drinks,Dine-In,1,40.0
2026-01,2026-01-11,Soft Drinks,Pick-up,3,210.0
2026-01,2026-01-11,Veg Pizza,Dine-In,1,309.76
2026-01,2026-01-11,Veg Pizza,Pick-up,5,1606.56
2026-01,2026-01-12,Burger,Dine-In,2,375.88
2026-01,2026-01-12,Burger,Pick-up,2,382.2
2026-01,2026-01-12,Combos,Dine-In,3,710.8399999999999
2026-01,2026-01-12,Combos,Pick-up,1,198.44
2026-01,2026-01-12,Desserts,Pick-up,1,120.76
2026-01,2026-01-12,Garlic Bread,Pick-up,2,488.26
2026-01,2026-01-12,Mojitos,Dine-In,1,103.96
2026-01,2026-01-12,Mojitos,Pick-up,1,415.8
2026-01,2026-01-12,Munchies,Pick-up,5,876.78
2026-01,2026-01-12,Non Veg Pizza,Dine-In,5,1861.7
2026-01,2026-01-12,Non Veg Pizza,Pick-up,10,6627.720000000001
2026-01,2026-01-12,Pasta,Pick-up,4,1123.54
2026-01,2026-01-12,Salad,Pick-up,1,166.96
2026-01,2026-01-12,Shakes & Juices,Dine-In,3,314.76
2026-01,2026-01-12,Shakes & Juices,Pick-up,2,178.0
2026-01,2026-01-12,Soft Drinks,Dine-In,2,50.0
2026-01,2026-01-12,Soft Drinks,Pick-up,4,180.0
2026-01,2026-01-12,Veg Pizza,Pick-up,6,3078.6800000000003
2026-01,2026-01-13,Burger,Dine-In,2,555.46
2026-01,2026-01-13,Burger,Pick-up,2,204.76
2026-01,2026-01-13,Combos,Dine-In,3,1676.88
2026-01,2026-01-13,Combos,Pick-up,5,1926.78
2026-01,2026-01-13,Mojitos,Dine-In,2,311.88
2026-01,2026-01-13,Mojitos,Pick-up,1,103.96
2026-01,2026-01-13,Munchies,Pick-up,1,162.76
2026-01,2026-01-13,Non Veg Pizza,Dine-In,3,1642.24
2026-01,2026-01-13,Non Veg Pizza,Pick-up,6,2570.46
2026-01,2026-01-13,Pasta,Dine-In,1,288.76
2026-01,2026-01-13,Pasta,Pick-up,2,546.02
2026-01,2026-01-13,Salad,Pick-up,1,187.94
2026-01,2026-01-13,Shakes & Juices,Dine-In,1,94.5
2026-01,2026-01-13,Soft Drinks,Pick-up,3,60.0
2026-01,2026-01-13,Veg Pizza,Pick-up,4,1290.5
2026-01,2026-01-14,Burger,Dine-In,2,605.8399999999999
2026-01,2026-01-14,Burger,Pick-up,3,1500.46
2026-01,2026-01-14,Combos,Dine-In,2,942.9200000000001
2026-01,2026-01-14,Combos,Pick-up,1,523.96
2026-01,2026-01-14,Desserts,Dine-In,1,198.44
2026-01,2026-01-14,Desserts,Pick-up,1,198.44
2026-01,2026-01-14,Mojitos,Pick-up,1,311.86
2026-01,2026-01-14,Munchies,Dine-In,2,236.26
2026-01,2026-01-14,Munchies,Pick-up,3,456.78
2026-01,2026-01-14,Non Veg Pizza,Dine-In,2,1033.22
2026-01,2026-01-14,Non Veg Pizza,Pick-up,6,2755.26
2026-01,2026-01-14,Pasta,Pick-up,3,866.28
2026-01,2026-01-14,Shakes & Juices,Dine-In,2,272.0
2026-01,2026-01-14,Soft Drinks,Dine-In,1,20.0
2026-01,2026-01-14,Soft Drinks,Pick-up,1,50.0
2026-01,2026-01-14,Veg Pizza,Pick-up,3,1527.78
2026-01,2026-01-15,Burger,Dine-In,5,946.04
2026-01,2026-01-15,Burger,Pick-up,1,94.5
2026-01,2026-01-15,Combos,Dine-In,5,3889.26
2026-01,2026-01-15,Combos,Pick-up,1,313.96
2026-01,2026-01-15,Garlic Bread,Dine-In,1,126.0
2026-01,2026-01-15,Mojitos,Dine-In,5,831.6600000000001
2026-01,2026-01-15,Munchies,Dine-In,3,462.03999999999996
2026-01,2026-01-15,Munchies,Pick-up,4,462.03999999999996
2026-01,2026-01-15,Non Veg Pizza,Dine-In,1,313.96
2026-01,2026-01-15,Non Veg Pizza,Pick-up,7,3510.2200000000003
2026-01,2026-01-15,Pasta,Pick-up,1,257.26
2026-01,2026-01-15,Shakes & Juices,Dine-In,6,754.0
2026-01,2026-01-15,Soft Drinks,Dine-In,2,62.0
2026-01,2026-01-15,Soft Drinks,Pick-up,4,100.0
2026-01,2026-01-15,Veg Pizza,Dine-In,5,1574.0
2026-01,2026-01-15,Veg Pizza,Pick-up,6,2075.92
2026-01,2026-01-16,Burger,Pick-up,2,472.5
2026-01,2026-01-16,Combos,Dine-In,1,396.9
2026-01,2026-01-16,Combos,Pick-up,3,1655.88
2026-01,2026-01-16,Desserts,Dine-In,1,198.44
2026-01,2026-01-16,Garlic Bread,Dine-In,1,126.0
2026-01,2026-01-16,Garlic Bread,Pick-up,2,414.76
2026-01,2026-01-16,Mojitos,Dine-In,1,103.96
2026-01,2026-01-16,Munchies,Dine-In,2,236.26
2026-01,2026-01-16,Munchies,Pick-up,3,393.78
2026-01,2026-01-16,Non Veg Pizza,Dine-In,3,1531.98
2026-01,2026-01-16,Non Veg Pizza,Pick-up,7,2382.52
2026-01,2026-01-16,Pasta,Dine-In,1,288.76
2026-01,2026-01-16,Pasta,Pick-up,1,288.76
2026-01,2026-01-16,Shakes & Juices,Dine-In,5,811.52
2026-01,2026-01-16,Soft Drinks,Dine-In,2,70.0
2026-01,2026-01-16,Soft Drinks,Pick-up,6,230.0
2026-01,2026-01-16,Veg Pizza,Pick-up,1,215.26
2026-01,2026-01-17,Burger,Dine-In,3,496.64
2026-01,2026-01-17,Burger,Pick-up,2,551.26
2026-01,2026-01-17,Combos,Dine-In,3,1309.38
2026-01,2026-01-17,Combos,Pick-up,4,1522.5
2026-01,2026-01-17,Garlic Bread,Pick-up,2,252.0
2026-01,2026-01-17,Mojitos,Dine-In,3,311.88
2026-01,2026-01-17,Mojitos,Pick-up,1,207.92
2026-01,2026-01-17,Munchies,Dine-In,4,588.04
2026-01,2026-01-17,Munchies,Pick-up,5,1092.04
2026-01,2026-01-17,Non Veg Pizza,Dine-In,2,644.72
2026-01,2026-01-17,Non Veg Pizza,Pick-up,7,2543.1800000000003
2026-01,2026-01-17,Pasta,Pick-up,1,288.76
2026-01,2026-01-17,Salad,Pick-up,1,187.94
2026-01,2026-01-17,Shakes & Juices,Dine-In,4,601.0
2026-01,2026-01-17,Soft Drinks,Dine-In,2,40.0
2026-01,2026-01-17,Soft Drinks,Pick-up,2,40.0
2026-01,2026-01-17,Veg Pizza,Dine-In,1,812.72
2026-01,2026-01-17,Veg Pizza,Pick-up,6,3155.34
2026-01,2026-01-18,Burger,Dine-In,1,148.33
2026-01,2026-01-18,Burger,Pick-up,1,220.5
2026-01,2026-01-18,Combos,Dine-In,1,901.96
2026-01,2026-01-18,Combos,Pick-up,7,2754.22
2026-01,2026-01-18,Desserts,Dine-In,1,198.44
2026-01,2026-01-18,Garlic Bread,Dine-In,2,357.02
2026-01,2026-01-18,Mojitos,Dine-In,1,207.92
2026-01,2026-01-18,Munchies,Dine-In,2,131.26
2026-01,2026-01-18,Munchies,Pick-up,6,819.06
2026-01,2026-01-18,Non Veg Pizza,Dine-In,5,3168.6800000000003
2026-01,2026-01-18,Non Veg Pizza,Pick-up,9,4634.490000000001
2026-01,2026-01-18,Pasta,Dine-In,1,288.76
2026-01,2026-01-18,Shakes & Juices,Dine-In,4,719.26
2026-01,2026-01-18,Shakes & Juices,Pick-up,1,99.0
2026-01,2026-01-18,Soft Drinks,Dine-In,3,80.0
2026-01,2026-01-18,Soft Drinks,Pick-up,8,290.0
2026-01,2026-01-18,Veg Pizza,Dine-In,1,498.76
2026-01,2026-01-18,Veg Pizza,Pick-up,8,3477.9500000000007
2026-01,2026-01-19,Burger,Dine-In,1,189.0
2026-01,2026-01-19,Burger,Pick-up,1,110.26
2026-01,2026-01-19,Combos,Dine-In,4,1675.8400000000001
2026-01,2026-01-19,Combos,Pick-up,2,837.9200000000001
2026-01,2026-01-19,Garlic Bread,Dine-In,1,162.76
2026-01,2026-01-19,Mojitos,Dine-In,2,311.88
2026-01,2026-01-19,Munchies,Dine-In,2,262.52
2026-01,2026-01-19,Munchies,Pick-up,1,399.0
2026-01,2026-01-19,Non Veg Pizza,Dine-In,4,2188.24
2026-01,2026-01-19,Non Veg Pizza,Pick-up,5,2046.5
2026-01,2026-01-19,Salad,Dine-In,2,396.88
2026-01,2026-01-19,Shakes & Juices,Dine-In,3,388.26
2026-01,2026-01-19,Soft Drinks,Dine-In,3,138.2
2026-01,2026-01-19,Soft Drinks,Pick-up,2,60.0
2026-01,2026-01-19,Veg Pizza,Pick-up,2,966.02
2026-01,2026-01-20,Burger,Dine-In,2,475.64
2026-01,2026-01-20,Burger,Pick-up,1,330.76
2026-01,2026-01-20,Combos,Dine-In,1,198.44
2026-01,2026-01-20,Combos,Pick-up,4,2619.78
2026-01,2026-01-20,Garlic Bread,Dine-In,1,162.76
2026-01,2026-01-20,Munchies,Dine-In,2,241.51999999999998
2026-01,2026-01-20,Munchies,Pick-up,4,493.54
2026-01,2026-01-20,Non Veg Pizza,Dine-In,3,1442.74
2026-01,2026-01-20,Non Veg Pizza,Pick-up,9,4420.600000000001
2026-01,2026-01-20,Pasta,Dine-In,2,546.02
2026-01,2026-01-20,Salad,Pick-up,1,198.44
2026-01,2026-01-20,Shakes & Juices,Dine-In,5,758.02
2026-01,2026-01-20,Soft Drinks,Pick-up,6,180.0
2026-01,2026-01-20,Veg Pizza,Pick-up,2,1433.28
2026-01,2026-01-21,Burger,Dine-In,1,298.2
2026-01,2026-01-21,Burger,Pick-up,1,110.26
2026-01,2026-01-21,Combos,Dine-In,4,1938.3400000000001
2026-01,2026-01-21,Combos,Pick-up,7,4307.18
2026-01,2026-01-21,Garlic Bread,Pick-up,1,162.76
2026-01,2026-01-21,Mojitos,Dine-In,2,415.84
2026-01,2026-01-21,Mojitos,Pick-up,1,103.96
2026-01,2026-01-21,Munchies,Dine-In,2,199.52
2026-01,2026-01-21,Non Veg Pizza,Dine-In,1,257.26
2026-01,2026-01-21,Non Veg Pizza,Pick-up,6,2612.46
2026-01,2026-01-21,Pasta,Dine-In,1,288.76
2026-01,2026-01-21,Salad,Pick-up,1,166.96
2026-01,2026-01-21,Soft Drinks,Pick-up,3,143.0
2026-01,2026-01-21,Veg Pizza,Dine-In,2,530.26
2026-01,2026-01-21,Veg Pizza,Pick-up,1,141.76
2026-01,2026-01-22,Burger,Dine-In,1,110.26
2026-01,2026-01-22,Burger,Pick-up,3,1368.1599999999999
2026-01,2026-01-22,Combos,Dine-In,2,512.4
2026-01,2026-01-22,Combos,Pick-up,2,512.4
2026-01,2026-01-22,Desserts,Dine-In,1,198.44
2026-01,2026-01-22,Munchies,Dine-In,1,194.26
2026-01,2026-01-22,Munchies,Pick-up,3,299.28000000000003
2026-01,2026-01-22,Non Veg Pizza,Dine-In,3,2177.7200000000003
2026-01,2026-01-22,Non Veg Pizza,Pick-up,7,3545.9400000000005
2026-01,2026-01-22,Pasta,Pick-up,1,288.76
2026-01,2026-01-22,Shakes & Juices,Dine-In,3,425.0
2026-01,2026-01-22,Soft Drinks,Dine-In,3,80.0
2026-01,2026-01-22,Soft Drinks,Pick-up,5,150.0
2026-01,2026-01-22,Sundaes,Pick-up,1,208.94
2026-01,2026-01-22,Veg Pizza,Pick-up,1,966.02
2026-01,2026-01-23,Burger,Dine-In,1,354.9
2026-01,2026-01-23,Burger,Pick-up,1,110.26
2026-01,2026-01-23,Combos,Pick-up,2,984.9200000000001
2026-01,2026-01-23,Garlic Bread,Pick-up,2,325.52
2026-01,2026-01-23,Munchies,Dine-In,1,136.5
2026-01,2026-01-23,Munchies,Pick-up,4,945.02
2026-01,2026-01-23,Non Veg Pizza,Pick-up,2,854.72
2026-01,2026-01-23,Pasta,Pick-up,3,1286.28
2026-01,2026-01-23,Salad,Pick-up,1,198.44
2026-01,2026-01-23,Shakes & Juices,Dine-In,2,334.26
2026-01,2026-01-23,Shakes & Juices,Pick-up,1,178.0
2026-01,2026-01-23,Soft Drinks,Pick-up,4,120.0
2026-01,2026-01-23,Veg Pizza,Dine-In,1,498.76
2026-01,2026-01-23,Veg Pizza,Pick-up,6,3428.3200000000006
2026-01,2026-01-24,Burger,Dine-In,4,1295.6999999999998
2026-01,2026-01-24,Burger,Pick-up,1,551.26
2026-01,2026-01-24,Combos,Dine-In,2,1215.92
2026-01,2026-01-24,Combos,Pick-up,8,4180.1
2026-01,2026-01-24,Desserts,Dine-In,1,215.26
2026-01,2026-01-24,Desserts,Pick-up,1,120.76
2026-01,2026-01-24,Garlic Bread,Pick-up,2,288.76
2026-01,2026-01-24,Mojitos,Dine-In,2,311.88
2026-01,2026-01-24,Mojitos,Pick-up,1,207.92
2026-01,2026-01-24,Munchies,Dine-In,4,498.78
2026-01,2026-01-24,Munchies,Pick-up,8,1554.06
2026-01,2026-01-24,Non Veg Pizza,Dine-In,5,1769.3
2026-01,2026-01-24,Non Veg Pizza,Pick-up,10,4143.400000000001
2026-01,2026-01-24,Pasta,Pick-up,2,834.76
2026-01,2026-01-24,Salad,Pick-up,1,187.94
2026-01,2026-01-24,Shakes & Juices,Dine-In,3,336.0
2026-01,2026-01-24,Soft Drinks,Dine-In,9,220.0
2026-01,2026-01-24,Soft Drinks,Pick-up,3,176.5
2026-01,2026-01-24,Veg Pizza,Dine-In,3,855.78
2026-01,2026-01-24,Veg Pizza,Pick-up,4,1631.74
2026-01,2026-01-25,Burger,Dine-In,5,764.42
2026-01,2026-01-25,Burger,Pick-up,5,1193.84
2026-01,2026-01-25,Combos,Dine-In,2,669.9
2026-01,2026-01-25,Combos,Pick-up,5,2902.2400000000002
2026-01,2026-01-25,Desserts,Dine-In,1,198.44
2026-01,2026-01-25,Desserts,Pick-up,1,198.44
2026-01,2026-01-25,Garlic Bread,Dine-In,1,162.76
2026-01,2026-01-25,Garlic Bread,Pick-up,1,388.5
2026-01,2026-01-25,Mojitos,Dine-In,1,103.96
2026-01,2026-01-25,Munchies,Dine-In,4,934.54
2026-01,2026-01-25,Munchies,Pick-up,5,787.54
2026-01,2026-01-25,Non Veg Pizza,Dine-In,6,3066.0600000000004
2026-01,2026-01-25,Non Veg Pizza,Pick-up,12,6462.880000000001
2026-01,2026-01-25,Pasta,Dine-In,1,257.26
2026-01,2026-01-25,Pasta,Pick-up,2,1123.52
2026-01,2026-01-25,Salad,Pick-up,1,198.44
2026-01,2026-01-25,Shakes & Juices,Dine-In,9,1418.52
2026-01,2026-01-25,Soft Drinks,Dine-In,2,80.0
2026-01,2026-01-25,Soft Drinks,Pick-up,8,360.0
2026-01,2026-01-25,Veg Pizza,Dine-In,2,357.02
2026-01,2026-01-25,Veg Pizza,Pick-up,6,2433.96
2026-01,2026-01-26,Burger,Dine-In,2,220.52
2026-01,2026-01-26,Burger,Pick-up,2,298.2
2026-01,2026-01-26,Combos,Dine-In,5,1947.8
2026-01,2026-01-26,Combos,Pick-up,2,1163.42
2026-01,2026-01-26,Desserts,Dine-In,3,560.72
2026-01,2026-01-26,Mojitos,Dine-In,1,103.96
2026-01,2026-01-26,Mojitos,Pick-up,1,207.92
2026-01,2026-01-26,Munchies,Dine-In,5,1186.56
2026-01,2026-01-26,Munchies,Pick-up,1,99.76
2026-01,2026-01-26,Non Veg Pizza,Dine-In,3,941.8799999999999
2026-01,2026-01-26,Non Veg Pizza,Pick-up,7,3339.080000000001
2026-01,2026-01-26,Pasta,Pick-up,1,288.76
2026-01,2026-01-26,Shakes & Juices,Dine-In,4,529.26
2026-01,2026-01-26,Shakes & Juices,Pick-up,1,84.0
2026-01,2026-01-26,Soft Drinks,Dine-In,1,20.0
2026-01,2026-01-26,Soft Drinks,Pick-up,3,80.0
2026-01,2026-01-26,Veg Pizza,Dine-In,2,843.1800000000001
2026-01,2026-01-26,Veg Pizza,Pick-up,5,1866.96
2026-01,2026-01-27,Burger,Pick-up,2,375.88
2026-01,2026-01-27,Combos,Dine-In,2,627.92
2026-01,2026-01-27,Combos,Pick-up,3,1141.3600000000001
2026-01,2026-01-27,Desserts,Dine-In,1,120.76
2026-01,2026-01-27,Mojitos,Dine-In,1,103.96
2026-01,2026-01-27,Munchies,Pick-up,1,99.76
2026-01,2026-01-27,Non Veg Pizza,Pick-up,8,4230.540000000001
2026-01,2026-01-27,Pasta,Pick-up,1,257.26
2026-01,2026-01-27,Shakes & Juices,Dine-In,2,418.0
2026-01,2026-01-27,Soft Drinks,Dine-In,1,31.5
2026-01,2026-01-27,Soft Drinks,Pick-up,2,60.0
2026-01,2026-01-27,Veg Pizza,Pick-up,1,141.76
